Variables,Unit,Test_mean,Ref._mean,Mean_Bias,Test_STD,Ref._STD,RMSE,Correlation
CLDHGH_TAU9.4_MODIS global MODISCOSP,%,8.284,999.999,999.999,5.461,999.999,999.999,999.999
CLDTOT_CAL global CALIPSOCOSP,%,65.389,999.999,999.999,16.46,999.999,999.999,999.999
CLDLOW_CAL global CALIPSOCOSP,%,33.179,999.999,999.999,21.097,999.999,999.999,999.999
CLDMED_CAL global CALIPSOCOSP,%,13.688,999.999,999.999,8.596,999.999,999.999,999.999
CLDHGH_CAL global CALIPSOCOSP,%,37.393,999.999,999.999,15.211,999.999,999.999,999.999
TGCLDLWP_OCN global SSMI,g/m^2,62.06,999.999,999.999,19.17,999.999,999.999,999.999
AODVIS global MACv2,dimensionless,0.117,999.999,999.999,0.085,999.999,999.999,999.999
AODVIS global MERRA2_Aerosols,dimensionless,0.117,999.999,999.999,0.085,999.999,999.999,999.999
AODDUST global MACv2,dimensionless,0.028,999.999,999.999,0.061,999.999,999.999,999.999
TREFHT global ERA5,DegC,14.404,14.243,0.16,14.071,14.107,1.294,0.996
TREFHT land ERA5,DegC,8.735,8.901,-0.165,18.678,18.824,1.921,0.995
TREFHT global MERRA2,DegC,14.404,999.999,999.999,14.071,999.999,999.999,999.999
TREFHT land MERRA2,DegC,8.735,999.999,999.999,18.678,999.999,999.999,999.999
TREFMNAV global MERRA2,DegC,12.634,999.999,999.999,14.584,999.999,999.999,999.999
TREFMXAV global MERRA2,DegC,16.267,999.999,999.999,13.884,999.999,999.999,999.999
TREF_range global MERRA2,K,3.633,999.999,999.999,3.767,999.999,999.999,999.999
PminusE global GPCP_OAFLux,mm/day,-0.0,999.999,999.999,2.14,999.999,999.999,999.999
PminusE global COREv2_Flux,mm/day,-0.0,999.999,999.999,2.14,999.999,999.999,999.999
TCO global OMI-MLS,DU,27.789,999.999,999.999,5.387,999.999,999.999,999.999
TCO 60S60N OMI-MLS,DU,28.552,999.999,999.999,4.8,999.999,999.999,999.999
_ABURDENDUST global ,1e-6 kg/m2,63.281,999.999,999.999,148.771,999.999,999.999,999.999
_ABURDENBC global ,1e-6 kg/m2,0.2,999.999,999.999,0.312,999.999,999.999,999.999
_ABURDENSOA global ,1e-6 kg/m2,4.515,999.999,999.999,5.792,999.999,999.999,999.999
_ABURDENPOM global ,1e-6 kg/m2,1.138,999.999,999.999,1.658,999.999,999.999,999.999
_ABURDENSEASALT global ,1e-6 kg/m2,10.442,999.999,999.999,7.72,999.999,999.999,999.999
_ABURDENSO4 global ,1e-6 kg/m2,6.043,999.999,999.999,2.781,999.999,999.999,999.999
_ABURDENSO4_STR global ,1e-6 kg/m2,2.089,999.999,999.999,0.732,999.999,999.999,999.999
_ABURDENSO4_TRO global ,1e-6 kg/m2,3.954,999.999,999.999,2.584,999.999,999.999,999.999
_Mass_bc_srf global ,1e-12 kg/kg,100.844,999.999,999.999,287.83,999.999,999.999,999.999
_Mass_ncl_srf global ,1e-12 kg/kg,7725.526,999.999,999.999,6115.976,999.999,999.999,999.999
_Mass_so4_srf global ,1e-12 kg/kg,847.188,999.999,999.999,817.682,999.999,999.999,999.999
_Mass_dst_srf global ,1e-12 kg/kg,27807.03,999.999,999.999,86936.555,999.999,999.999,999.999
_Mass_pom_srf global ,1e-12 kg/kg,474.111,999.999,999.999,1162.352,999.999,999.999,999.999
_Mass_soa_srf global ,1e-12 kg/kg,787.586,999.999,999.999,1628.436,999.999,999.999,999.999
_Mass_mom_srf global ,1e-12 kg/kg,95.06,999.999,999.999,94.214,999.999,999.999,999.999
_Mass_bc_850 global ,1e-12 kg/kg,56.197,999.999,999.999,118.192,999.999,999.999,999.999
_Mass_ncl_850 global ,1e-12 kg/kg,2164.641,999.999,999.999,1789.835,999.999,999.999,999.999
_Mass_so4_850 global ,1e-12 kg/kg,733.215,999.999,999.999,750.442,999.999,999.999,999.999
_Mass_dst_850 global ,1e-12 kg/kg,19003.723,999.999,999.999,52754.36,999.999,999.999,999.999
_Mass_pom_850 global ,1e-12 kg/kg,324.616,999.999,999.999,648.026,999.999,999.999,999.999
_Mass_soa_850 global ,1e-12 kg/kg,834.569,999.999,999.999,1621.248,999.999,999.999,999.999
_Mass_mom_850 global ,1e-12 kg/kg,31.064,999.999,999.999,24.65,999.999,999.999,999.999
_Mass_bc_330 global ,1e-12 kg/kg,7.232,999.999,999.999,6.238,999.999,999.999,999.999
_Mass_ncl_330 global ,1e-12 kg/kg,84.147,999.999,999.999,66.309,999.999,999.999,999.999
_Mass_so4_330 global ,1e-12 kg/kg,340.543,999.999,999.999,207.612,999.999,999.999,999.999
_Mass_dst_330 global ,1e-12 kg/kg,1655.774,999.999,999.999,2921.477,999.999,999.999,999.999
_Mass_pom_330 global ,1e-12 kg/kg,40.151,999.999,999.999,26.852,999.999,999.999,999.999
_Mass_soa_330 global ,1e-12 kg/kg,425.171,999.999,999.999,280.174,999.999,999.999,999.999
_Mass_mom_330 global ,1e-12 kg/kg,2.167,999.999,999.999,2.144,999.999,999.999,999.999
